LinkItemsToUMLSCUIID	ItemPTR	CUI	ItemToUMLSCUILinkTypePTR
11378	32997	C0527540	0
8423	32998	C0907380	0
8424	32999	C0796021	0
8425	33000	C0266175	0
8426	33001	C0058762	0
8427	33001	C0772293	0
8428	33001	C0951364	0
8430	33003	C0220578	0
11170	33003	C1310734	0
8432	33004	C0072896	0
8433	33004	C0954461	0
8434	33005	C0071143	0
8436	33005	C0139426	0
8437	33006	C0029105	0
8438	33006	C0282270	0
8439	33007	C0042446	0
8440	33008	C0318195	0
8442	33010	C0063817	0
8443	33011	C0063757	0
8444	33012	C0178664	0
12119	33013	C0017668	0
8446	33014	C0268747	0
8448	33015	C0424711	0
12161	33016	C1834038	0
8450	33017	C0265251	0
12334	33018	C1844696	0
13607	33019	C2699746	0
12215	33020	C1841679	0
8454	33021	C0019351	0
9445	33021	C0740455	0
8457	33022	C0274888	0
8458	33023	C0521668	0
8460	33024	C0023518	0
8461	33024	C0750426	0
34724	33024	C4551513	0
8467	33026	C0238148	0
12385	33026	C1862052	0
8468	33027	C0271397	0
8469	33028	C0155912	0
8470	33029	C0432291	0
8474	33030	C0038478	0
8475	33031	C0266484	0
11689	33031	C0302892	0
8480	33033	C0680851	0
8481	33034	C0085161	0
8483	33035	C0030895	0
8485	33036	C0234668	0
8486	33037	C0406305	0
8487	33038	C0043379	0
13226	33038	C0333687	0
15217	33038	C3266843	0
8490	33039	C0277431	0
8491	33039	C0392666	0
10084	33039	C1262484	0
8493	33040	C0580181	0
8495	33041	C0264376	0
8500	33042	C0006304	0
8501	33043	C0281603	0
18250	33043	C2709282	0
18251	33043	C0753643	0
8502	33044	C0919418	0
17460	33044	C1511576	0
8504	33045	C0017639	0
17431	33045	C3887640	0
8506	33046	C0085231	0
8507	33046	C0917748	0
8509	33047	C0207682	0
8508	33047	C0207683	0
8603	33047	C0955392	0
8510	33048	C0041242	0
14801	33048	C2756985	0
8511	33049	C0036733	0
10616	33049	C1152590	0
14803	33049	C2757063	0
8512	33050	C0036764	0
8515	33051	C0006896	0
8516	33051	C0006897	0
8518	33052	C0241732	0
14717	33054	C2745948	0
8524	33055	C0040382	0
11382	33055	C1564420	0
12203	33056	C1860157	0
8529	33057	C0070358	0
41042	33057	C4721556	0
8534	33058	C0034541	0
8535	33059	C0208407	0
8536	33060	C0060573	0
8537	33061	C0242275	0
17691	33061	C2825836	0
8538	33062	C0015052	0
8539	33063	C0005072	0
8540	33064	C0165703	0
8541	33064	C0872994	0
8543	33066	C0265308	0
8545	33067	C0267412	0
8546	33068	C0221010	0
8549	33069	C0117234	0
8550	33069	C0917743	0
8551	33070	C0015824	0
11383	33070	C1564716	0
8553	33071	C0060201	0
8556	33072	C0060819	0
8557	33073	C0016986	0
9971	33073	C1369325	0
8559	33074	C0061329	0
8560	33075	C0061330	0
8561	33076	C0021251	0
8562	33077	C0022029	0
8563	33078	C0123865	0
8564	33079	C0124008	0
8566	33080	C0022419	0
8567	33080	C0064165	0
8568	33081	C0905464	0
8570	33082	C0025603	0
8571	33082	C0770655	0
8572	33083	C0026202	0
8877	33084	C0245956	0
8573	33084	C0526501	0
8574	33085	C0242702	0
8577	33086	C0282685	0
8578	33087	C0028089	0
8579	33088	C0053336	0
8580	33088	C0526064	0
8581	33089	C0163272	0
8582	33090	C0054252	0
8583	33091	C0055004	0
8584	33091	C0055005	0
8586	33092	C0055013	0
8587	33093	C0006639	0
8588	33093	C0054425	0
8589	33094	C0055468	0
8590	33094	C0770447	0
8591	33095	C0055869	0
8592	33095	C0772005	0
8593	33096	C0049065	0
8594	33097	C0113600	0
8597	33098	C0169307	0
8598	33099	C0279218	0
8600	33100	C0248121	0
8599	33100	C0248122	0
8601	33101	C0059682	0
8602	33102	C0950163	0
8604	33103	C0093999	0
8605	33104	C0028067	0
8606	33105	C0637063	0
8607	33106	C0070072	0
8608	33107	C0030815	0
8609	33108	C0135981	0
8610	33109	C0071126	0
8611	33109	C0898957	0
8612	33110	C0298067	0
8613	33111	C0031982	0
8614	33112	C0054332	0
8615	33112	C0953592	0
8616	33113	C1101838	0
14738	33113	C2720023	0
8618	33114	C0069919	0
8619	33115	C0525678	0
8620	33115	C0955260	0
11560	33115	C1615645	0
8622	33116	C0035823	0
8621	33116	C0282338	0
11384	33116	C0886943	0
8623	33117	C0074246	0
8624	33118	C0075630	0
8625	33118	C0771435	0
8627	33119	C0539969	0
8628	33119	C0960195	0
8629	33120	C0907410	0
8630	33121	C0379149	0
8631	33122	C0039834	0
8632	33123	C0080225	0
8633	33124	C0040209	0
8634	33125	C0663733	0
8635	33126	C0076843	0
8637	33127	C0077071	0
8638	33127	C0250410	0
8639	33128	C0041738	0
8640	33128	C0077833	0
8643	33129	C0042674	0
8647	33130	C0020507	0
8661	33131	C1120386	0
13297	33131	C1576821	0
15003	33131	C1815818	0
8663	33132	C0265513	0
8662	33132	C0432268	0
14709	33132	C1851537	0
8664	33133	C1176383	0
10101	33133	C1145759	0
8665	33134	C0264134	0
10603	33134	C0752242	0
8666	33135	C0341217	0
8671	33136	C0268474	0
8672	33137	C0014027	0
12903	33137	C0771174	0
19329	33137	C4316917	0
8674	33138	C0017455	0
8675	33138	C0017456	0
8676	33139	C0263930	0
8678	33140	C0020099	0
8679	33140	C0020102	0
8681	33141	C0025503	0
8683	33142	C0271283	0
8684	33143	C1096274	0
20449	33144	C0339288	0
8686	33145	C0010372	0
8687	33146	C0318311	0
12559	33146	C0549160	0
8689	33147	C0206232	0
8690	33148	C0206461	0
8699	33148	C0282471	0
8692	33149	C0216278	0
8696	33149	C0354599	0
8697	33150	C0206460	0
8698	33150	C0724579	0
8700	33151	C0592532	0
9612	33151	C0592534	0
8701	33152	C0254215	0
8702	33152	C0254216	0
8703	33153	C0018061	0
10339	33153	C1522385	0
8705	33154	C0069606	0
8706	33155	C0965390	0
8707	33156	C0249057	0
17693	33157	C1518041	0
8708	33158	C0083220	0
13616	33158	C0378714	0
8709	33159	C0121902	0
8713	33159	C0724597	0
8710	33160	C0064906	0
8714	33160	C0700477	0
8711	33161	C0006456	0
8712	33162	C0120107	0
13403	33162	C0700476	0
8718	33163	C0877149	0
8719	33164	C0318146	0
8720	33165	C0070709	0
8721	33165	C0724662	0
8722	33165	C0770856	0
8723	33166	C0069020	0
8725	33167	C0085277	0
15779	33167	C0860651	0
8727	33168	C0796204	0
9803	33170	C0432333	0
12390	33170	C1852150	0
8729	33171	C0795962	0
12327	33171	C1856274	0
8730	33172	C0796019	0
8733	33173	C0265415	0
8734	33174	C0265428	0
8735	33175	C0795940	0
15450	33175	C1839311	0
8736	33176	C0432242	0
8737	33177	C0236026	0
8738	33178	C0265374	0
8739	33179	C0265372	0
9693	33180	C0432367	0
8741	33181	C0265373	0
8742	33182	C0796081	0
8743	33183	C0265349	0
9715	33184	C0432364	0
8745	33185	C0796117	0
8746	33186	C0684324	0
13170	33186	C1970848	0
15408	33186	C3469599	0
8748	33188	C0795956	0
8750	33189	C0057144	0
8751	33190	C1176315	0
11441	33190	C1321660	0
14215	33191	C1832215	0
14329	33191	C1832216	0
8755	33192	C0339527	0
9766	33193	C0342642	0
8757	33194	C0751672	0
8758	33195	C0039266	0
8759	33195	C0282361	0
9981	33197	C0318179	0
8762	33198	C0265280	0
8763	33199	C0937932	0
13627	33199	C0338290	0
8764	33200	C0055006	0
8765	33201	C0537551	0
8766	33201	C1174779	0
14774	33201	C1648676	0
8767	33202	C0317757	0
8768	33203	C0242615	0
8769	33204	C0317758	0
8770	33205	C0445910	0
15759	33205	C1608955	0
8771	33206	C1172734	0
8774	33208	C0024307	0
8776	33209	C0263574	0
8777	33210	C0236791	0
8779	33211	C0025744	0
8780	33211	C0304527	0
8782	33212	C0006050	0
14491	33212	C2719767	0
14595	33212	C2930113	0
8783	33213	C0006051	0
17660	33213	C2719430	0
8786	33214	C0015058	0
8788	33215	C0936256	0
14526	33215	C0268553	0
41117	33215	C0543533	0
8789	33216	C0268555	0
12344	33217	C0268556	0
14837	33217	C2936921	0
8792	33218	C0030528	0
8791	33218	C0036120	0
41064	33218	C1457905	0
8793	33219	C0078981	0
8794	33220	C0003907	0
8804	33221	C0076612	0
8808	33222	C0876234	0
8807	33222	C1171274	0
8948	33223	C0265216	0
12330	33224	C1849409	0
8812	33225	C0427567	0
8811	33225	C1096368	0
8813	33227	C0342687	0
8815	33228	C0152068	0
8814	33228	C0322177	0
10981	33228	C1265431	0
34945	33228	C4553297	0
8817	33229	C0322179	0
8818	33230	C0041646	0
8820	33232	C1084834	0
8822	33233	C0085313	0
8821	33233	C0085373	0
8824	33234	C0152071	0
8825	33234	C0322058	0
8826	33235	C0025530	0
8827	33235	C0043423	0
8829	33236	C0010523	0
8830	33237	C0055877	0
8831	33237	C0110059	0
8832	33237	C0892871	0
8833	33238	C0002412	0
8834	33238	C0002413	0
8835	33239	C0055904	0
11385	33239	C0952112	0
8837	33240	C0059714	0
8838	33241	C0025840	0
8839	33242	C0028735	0
8840	33242	C0282268	0
8841	33243	C0262960	0
8842	33244	C0054480	0
18197	33244	C4281718	0
8843	33245	C0052657	0
11900	33246	C0054697	0
8847	33247	C0004954	0
10202	33247	C0004953	0
11514	33247	C0301370	0
8851	33248	C0432315	0
8852	33249	C0080333	0
11490	33249	C0079136	0
14239	33250	C1866785	0
14523	33251	C1839125	0
8854	33252	C0265535	0
8855	33253	C0729582	0
8857	33254	C0267878	0
8858	33255	C0040829	0
8859	33255	C0076958	0
14189	33256	C1859452	0
8861	33257	C0334106	0
8862	33257	C0860459	0
8863	33258	C0029445	0
34651	33258	C4554084	0
8865	33259	C0796070	0
8866	33260	C0020494	0
41041	33260	C4721789	0
8867	33261	C0948368	0
8868	33262	C0600049	0
14343	33263	C2053547	0
8870	33264	C0012447	0
14299	33264	C0058282	0
8872	33265	C0013254	0
8873	33266	C0949921	0
10164	33267	C1405109	0
11686	33267	C0265679	0
17464	33267	C1844704	0
8875	33268	C0015310	0
8876	33269	C0432233	0
12157	33270	C1860823	0
8878	33271	C0098361	0
8879	33272	C0272414	0
8881	33273	C0037293	0
8882	33274	C0346010	0
8883	33275	C0206748	0
8884	33275	C0276297	0
8885	33276	C0865274	0
13837	33276	C0272154	0
14222	33277	C1837915	0
41038	33277	C4749274	0
9850	33278	C0752235	0
8888	33279	C0040988	0
8889	33280	C0037956	0
8890	33281	C0006525	0
8891	33282	C0028309	0
9767	33283	C0343174	0
8894	33284	C0393570	0
8898	33285	C0322492	0
8903	33287	C0268561	0
8904	33288	C0268562	0
11907	33289	C0751747	0
8906	33290	C0580186	0
9841	33291	C1268935	0
13646	33291	C1956258	0
32561	33291	C2586015	0
8911	33292	C1260298	0
8916	33293	C0053183	0
8917	33293	C0955084	0
9716	33294	C1319466	0
8918	33295	C0265245	0
8921	33296	C0796033	0
8922	33297	C0005744	0
17075	33297	C0542354	0
9377	33298	C0220663	0
8924	33299	C0036112	0
12247	33300	C1851124	0
8925	33301	C0264100	0
8930	33302	C0056396	0
8931	33303	C0028887	0
8932	33303	C0321100	0
8934	33304	C0963992	0
17204	33304	C1432227	0
8935	33305	C0389071	0
17349	33305	C1438411	0
8936	33306	C0320117	0
8937	33306	C0033784	0
8938	33306	C0153285	0
8939	33307	C0343939	0
8940	33307	C0040943	0
17475	33307	C1095862	0
8942	33308	C0276722	0
8943	33308	C0851938	0
8944	33308	C0008886	0
8945	33309	C0320077	0
8946	33310	C0256242	0
8949	33312	C0064007	0
8950	33312	C0355634	0
11866	33312	C0888844	0
11867	33312	C0770466	0
8951	33313	C0057831	0
18116	33315	C3550458	0
14783	33316	C1858805	0
8954	33317	C0071081	0
8955	33317	C0137073	0
8956	33318	C0031411	0
9353	33318	C0700556	0
8957	33319	C0041023	0
8958	33319	C0877833	0
12250	33320	C1863752	0
8961	33321	C0057296	0
8962	33322	C0015099	0
8963	33323	C0025615	0
8964	33324	C0025616	0
8966	33325	C0066582	0
8967	33325	C0124604	0
8968	33325	C0054876	0
11386	33325	C0970154	0
8969	33326	C0066767	0
8970	33327	C1002064	0
8971	33327	C0290983	0
8972	33328	C0039746	0
8973	33329	C0423848	0
8974	33329	C0344504	0
8975	33329	C0263483	0
14243	33330	C1846006	0
8977	33331	C0398621	0
15143	33331	C1274789	0
14280	33332	C0342683	0
14923	33332	C2931599	0
14522	33334	C1845055	0
17061	33334	C0475813	0
8981	33335	C0268389	0
8983	33336	C0406709	0
9730	33337	C0265331	0
12632	33337	C1785148	0
8986	33338	C0053111	0
8987	33339	C0030246	0
8988	33340	C0158683	0
8989	33341	C0263482	0
8990	33342	C0015306	0
15821	33343	C2931048	0
12149	33344	C1832588	0
8991	33345	C0277483	0
17768	33345	C0344087	0
8993	33346	C0006433	0
8994	33347	C0265226	0
8999	33348	C0265283	0
12329	33349	C1850555	0
15362	33349	C1850554	0
9000	33350	C0265274	0
9002	33351	C0318310	0
9003	33351	C0445846	0
9004	33352	C0263373	0
9005	33353	C0263530	0
9006	33354	C0406735	0
9007	33355	C0265966	0
14654	33356	C2917241	0
9009	33357	C1120110	0
9010	33357	C1120111	0
9013	33358	C0342870	0
9014	33359	C0017592	0
9015	33360	C0022057	0
9019	33361	C0066165	0
9020	33361	C0770481	0
9021	33362	C0065923	0
9022	33362	C0951340	0
9023	33363	C0066787	0
9024	33363	C0771720	0
9025	33364	C0065959	0
9027	33365	C0935985	0
9028	33365	C0913202	0
9030	33366	C0935945	0
9031	33366	C0809953	0
9787	33366	C0965941	0
12133	33367	C1846431	0
14246	33368	C1859690	0
9033	33369	C0971818	0
9034	33370	C0170881	0
9732	33371	C1373111	0
9694	33372	C1314780	0
10142	33373	C1528970	0
9036	33374	C0065199	0
9037	33374	C0873155	0
9038	33374	C0142879	0
9039	33375	C0796200	0
9040	33376	C0266387	0
9041	33377	C0005689	0
9042	33378	C0014588	0
14335	33378	C0563449	0
9043	33379	C0152458	0
9736	33380	C0936248	0
12410	33380	C1704356	0
12534	33381	C1960276	0
9045	33382	C0000829	0
9046	33383	C0971023	0
9047	33384	C0045212	0
9048	33385	C0701818	0
9768	33386	C0025037	0
9052	33388	C0029437	0
9054	33389	C0074391	0
9055	33390	C0220756	0
9056	33390	C0268247	0
9057	33391	C0022585	0
9058	33392	C0079153	0
9059	33393	C0238239	0
9060	33393	C0862915	0
9061	33394	C0240073	0
10815	33394	C1532713	0
9062	33395	C0242614	0
9063	33396	C0315250	0
9064	33397	C0071105	0
26527	33397	C3281828	0
9065	33398	C0265273	0
12951	33399	C1527406	0
14249	33400	C1690006	0
12689	33401	C1275685	0
9067	33402	C0339278	0
13168	33402	C1641846	0
9072	33404	C0473572	0
9073	33405	C0406778	0
14778	33406	C2936827	0
9076	33407	C0265970	0
9077	33408	C0302319	0
9079	33409	C0560651	0
9080	33410	C0006519	0
14540	33410	C2827093	0
14931	33411	C3165062	0
9083	33412	C0085269	0
9084	33413	C0268353	0
9085	33416	C1142577	0
14245	33417	C0342288	0
12156	33418	C1853616	0
13513	33419	C1861922	0
13514	33419	C1842462	0
12243	33420	C1843096	0
14235	33421	C1865974	0
9087	33422	C0268126	0
14533	33422	C2676173	0
9419	33423	C0271583	0
18218	33424	C1858968	0
10150	33425	C1328840	0
12233	33426	C1855794	0
16940	33427	C1859486	0
9089	33428	C0027908	0
9874	33428	C0243051	0
9090	33429	C0019588	0
11387	33429	C1166177	0
13468	33429	C0062740	0
9093	33430	C0024320	0
13155	33430	C1527150	0
17350	33430	C3887647	0
9094	33431	C0006160	0
9095	33432	C0008160	0
18179	33432	C0008226	0
9097	33433	C1258613	0
10136	33433	C0914297	0
14069	33433	C1144384	0
9098	33434	C0078974	0
9100	33435	C0052416	0
9101	33436	C0086154	0
9102	33436	C0043486	0
9103	33436	C0700086	0
9440	33436	C0012194	0
9106	33437	C0221069	0
9107	33438	C0037899	0
9108	33439	C0011253	0
9109	33440	C0022492	0
9110	33441	C0268233	0
9111	33442	C0268193	0
15425	33442	C3492932	0
9112	33443	C0030557	0
9113	33443	C0282289	0
9114	33444	C0036337	0
9115	33445	C0268608	0
12143	33446	C1833693	0
12213	33447	C1854380	0
9116	33448	C0751657	0
9117	33449	C0796184	0
9118	33450	C0028426	0
9977	33450	C1450474	0
9120	33451	C0342892	0
9122	33452	C0242339	0
9123	33453	C0406587	0
19351	33454	C4303478	0
9127	33455	C0474873	0
10295	33455	C0041960	0
9733	33456	C0346255	0
9129	33457	C0393814	0
12868	33458	C1834304	0
12232	33459	C1839141	0
9133	33460	C1167667	0
9134	33461	C1140271	0
9135	33462	C0027609	0
9136	33463	C0031524	0
9372	33463	C0031519	0
9829	33464	C1373152	0
9140	33465	C0213404	0
9141	33466	C0537150	0
9142	33467	C0700636	0
9143	33467	C0333980	0
9144	33468	C0264478	0
9147	33469	C0265857	0
9148	33471	C0686708	0
9737	33472	C1367420	0
9149	33473	C0315266	0
9151	33474	C0343087	0
9153	33475	C0079661	0
9154	33476	C0266544	0
9155	33477	C0598276	0
10635	33477	C1290632	0
9156	33478	C0152415	0
9158	33479	C0153685	0
17222	33480	C0017653	0
17223	33480	C0221936	0
17224	33480	C0334421	0
17226	33480	C0346416	0
9163	33481	C0020523	0
14963	33481	C0441751	0
9164	33482	C1096189	0
20455	33482	C1820377	0
9167	33483	C0301918	0
9169	33483	C0020951	0
9170	33484	C0020522	0
14964	33484	C0441752	0
9172	33485	C0006560	0
17621	33485	C4048285	0
9175	33486	C0003903	0
12160	33487	C1867147	0
9178	33488	C0376378	0
9180	33489	C1112570	0
9181	33490	C0162848	0
9182	33491	C0317872	0
9189	33492	C0312439	0
9190	33492	C0597192	0
9191	33493	C0078058	0
10301	33493	C1522575	0
10403	33493	C1171892	0
9844	33494	C0732165	0
10119	33494	C1373046	0
9196	33495	C0936148	0
9199	33497	C0206632	0
12166	33498	C1859356	0
14711	33499	C2931689	0
9204	33500	C1257790	0
9206	33501	C0752355	0
10940	33502	C1279481	0
9208	33503	C0265259	0
9209	33504	C0339182	0
17913	33504	C0152233	0
12320	33505	C1857316	0
41108	33505	C4721893	0
12221	33506	C0410180	0
12151	33508	C1866649	0
10143	33509	C1531773	0
17228	33509	C1867788	0
17791	33509	C1867774	0
12177	33510	C1848862	0
17368	33510	C2678312	0
12257	33511	C1846582	0
11899	33512	C1720772	0
14517	33513	C2750824	0
12226	33514	C1864923	0
13604	33515	C1850386	0
9215	33516	C0266006	0
12154	33517	C1851920	0
15358	33518	C2673535	0
15816	33519	C3541456	0
12283	33520	C1847987	0
12282	33521	C1864112	0
9218	33522	C0393520	0
12626	33522	C1849140	0
9219	33523	C0393559	0
9220	33524	C0524528	0
9221	33525	C0039867	0
9222	33526	C0206361	0
9223	33527	C0032493	0
9224	33528	C0032121	0
9225	33529	C0022028	0
12958	33530	C1848213	0
9227	33531	C0265293	0
12194	33532	C1852510	0
17683	33534	C1610071	0
9969	33535	C0346392	0
9231	33536	C0271356	0
9233	33536	C0339611	0
9234	33537	C0730504	0
9235	33537	C0686370	0
9236	33538	C0339619	0
12208	33539	C1864445	0
9237	33540	C0796172	0
12228	33541	C1868616	0
14652	33542	C1868714	0
9238	33544	C0424291	0
9833	33545	C0410203	0
12181	33547	C1848144	0
9239	33548	C0059867	0
9240	33549	C0072865	0
9241	33550	C0086317	0
9242	33551	C0175022	0
9243	33552	C0003416	0
9244	33553	C0271582	0
9245	33555	C0085483	0
9246	33555	C1096585	0
12201	33556	C1857277	0
9248	33557	C0030372	0
9249	33557	C0206041	0
9250	33558	C0432253	0
9251	33559	C0432254	0
9252	33560	C1260199	0
10766	33560	C1337242	0
9253	33561	C0333813	0
9256	33562	C0006394	0
9257	33562	C0006391	0
9258	33563	C0031262	0
9259	33564	C0432317	0
9260	33564	C0268375	0
9261	33565	C0085324	0
9263	33566	C0076034	0
9264	33566	C0124515	0
9265	33567	C0042171	0
9266	33568	C0268700	0
9267	33569	C0947567	0
12609	33569	C0995150	0
15000	33569	C0440280	0
18272	33569	C0452456	0
9268	33570	C0040106	0
10304	33570	C1527153	0
9269	33571	C0015505	0
17544	33571	C0534191	0
9270	33572	C0078151	0
9271	33572	C0087921	0
9272	33573	C0339404	0
10113	33574	C0423172	0
12141	33575	C1867020	0
9274	33576	C0012106	0
9275	33576	C0276984	0
10260	33576	C0012102	0
12404	33576	C1737210	0
9278	33577	C0241775	0
12756	33578	C1847501	0
9279	33579	C0049482	0
17114	33580	C1851102	0
9280	33581	C0265218	0
12439	33582	C1850055	0
9282	33583	C0315259	0
9283	33583	C0315258	0
9284	33584	C0034295	0
12271	33585	C1864436	0
9286	33586	C0796195	0
12882	33587	C1865349	0
9288	33588	C0035976	0
9291	33589	C0579246	0
10175	33589	C1306220	0
9292	33590	C0029172	0
16939	33591	C0086582	0
17865	33592	C0086287	0
9295	33594	C0662811	0
9296	33595	C0338488	0
9298	33596	C0285778	0
9299	33596	C0285779	0
9300	33597	C0058467	0
9301	33597	C0148781	0
9302	33598	C0168213	0
9303	33598	C0168211	0
9304	33599	C1142294	0
9305	33600	C0286819	0
9306	33600	C0083811	0
15158	33600	C1612880	0
9307	33601	C0078703	0
9308	33601	C0937930	0
9309	33602	C0057301	0
9311	33603	C0085493	0
9312	33604	C0209475	0
17094	33605	C1839910	0
9314	33606	C0334013	0
9315	33606	C0549151	0
12220	33607	C0343057	0
17654	33607	C3887525	0
9316	33609	C0065185	0
9317	33610	C0076341	0
9318	33611	C0069749	0
9319	33612	C0089958	0
9320	33613	C0064304	0
9321	33614	C0043479	0
9322	33614	C0162484	0
10140	33615	C0771259	0
10141	33615	C0770512	0
9325	33616	C0172467	0
9346	33616	C0771804	0
9326	33617	C0060855	0
9327	33618	C0028355	0
9328	33619	C0299464	0
9329	33620	C0369772	0
9330	33621	C0072862	0
9333	33622	C0008238	0
9334	33623	C0011041	0
9338	33624	C0040904	0
18079	33624	C0043697	0
9342	33625	C0120735	0
9343	33626	C0025639	0
9344	33626	C0066106	0
9345	33626	C0066107	0
9347	33627	C0076784	0
9348	33628	C0071082	0
9350	33629	C0006795	0
9354	33630	C0114875	0
9355	33631	C0059862	0
9356	33632	C0055964	0
9357	33633	C0164835	0
9358	33634	C0054151	0
9359	33635	C0014252	0
9361	33636	C0020281	0
9363	33637	C0321961	0
9364	33638	C0040914	0
9368	33640	C0276721	0
9369	33641	C1035221	0
9370	33642	C0320095	0
9373	33644	C0320086	0
9375	33646	C0008889	0
9376	33647	C0796197	0
9379	33648	C0084572	0
9380	33649	C0217937	0
9381	33650	C0069628	0
12254	33651	C1856789	0
9383	33652	C0073917	0
9384	33653	C0085478	0
9385	33654	C0318222	0
9386	33655	C0085488	0
9387	33656	C0314961	0
9388	33657	C0058410	0
9389	33657	C0770934	0
9391	33658	C0022643	0
9392	33659	C0037962	0
9394	33660	C0339104	0
9395	33660	C0263470	0
10606	33660	C0206672	0
12307	33660	C1704335	0
15117	33660	C0334345	0
9396	33661	C0358430	0
9397	33662	C0026833	0
9399	33663	C0025379	0
9400	33664	C0043534	0
15390	33665	C3495588	0
9402	33667	C0038683	0
17107	33668	C1844678	0
15076	33669	C0317576	0
9405	33670	C0317576	0
15591	33670	C3536722	0
9406	33671	C0317568	0
9819	33672	C1291245	0
9409	33675	C0400839	0
18049	33675	C4274343	0
9410	33676	C0040219	0
11388	33676	C0282365	0
9412	33678	C0795917	0
9413	33679	C0410179	0
34950	33679	C4551860	0
9415	33680	C0265263	0
14653	33681	C0334091	0
19345	33681	C4316799	0
18220	33682	C4082167	0
12144	33683	C1838099	0
12172	33684	C1848519	0
9416	33685	C0268501	0
12619	33685	C1856899	0
9420	33687	C0053570	0
12416	33688	C1623209	0
15791	33688	C0795798	0
9424	33689	C0270851	0
13259	33690	C0220669	0
9425	33691	C0221027	0
17103	33692	C2750067	0
17774	33693	C1844020	0
9426	33694	C0432309	0
14788	33695	C3149378	0
9427	33696	C0342800	0
9429	33698	C0796009	0
12621	33698	C1855607	0
12207	33699	C0342282	0
41074	33699	C4551826	0
12137	33700	C1846421	0
9430	33701	C0263420	0
9431	33702	C0066139	0
9432	33702	C0812469	0
9433	33702	C0951342	0
9434	33703	C0085656	0
9435	33704	C1014144	0
17773	33705	C1844777	0
9437	33706	C0796068	0
9438	33707	C0432217	0
9439	33708	C0043195	0
9446	33709	C0796094	0
9734	33710	C0207071	0
17099	33711	C1848211	0
17646	33711	C3713418	0
14559	33712	C2752081	0
9451	33713	C0027809	0
13157	33713	C0854906	0
9452	33715	C0156724	0
12182	33716	C1869122	0
12118	33717	C0268354	0
9454	33718	C0019522	0
18077	33718	C0684354	0
41060	33718	C2718092	0
12164	33719	C1866656	0
12150	33721	C1861305	0
12183	33722	C1866425	0
9456	33723	C0005887	0
9459	33724	C0796020	0
9460	33725	C0796277	0
12379	33725	C1876169	0
13762	33725	C1859312	0
9461	33726	C0059692	0
9462	33727	C0032949	0
9463	33728	C0751122	0
9464	33729	C0796269	0
15055	33729	C1839988	0
15056	33729	C1275091	0
15386	33729	C3502469	0
17468	33729	C4016470	0
9465	33730	C0012289	0
9466	33730	C0086159	0
9467	33731	C0657912	0
9468	33732	C0266996	0
9469	33733	C0051528	0
9470	33733	C0243365	0
11389	33733	C0163038	0
9471	33734	C0065832	0
9472	33734	C0771014	0
9473	33735	C0066774	0
9475	33736	C0068881	0
9476	33737	C0075518	0
12127	33738	C0969589	0
12672	33738	C1814684	0
9477	33739	C0030524	0
9478	33739	C0085442	0
14937	33740	C2939450	0
18121	33741	C1837028	0
9483	33742	C0675750	0
11720	33742	C1433124	0
19368	33742	C4508869	0
9484	33743	C0047845	0
9485	33744	C1138576	0
9486	33744	C0293258	0
9487	33745	C1176415	0
9488	33746	C1099679	0
9788	33746	C1099677	0
11790	33746	C1509436	0
9489	33747	C0167117	0
9490	33747	C1174289	0
11141	33748	C1570259	0
9491	33749	C1142933	0
17507	33750	C3537246	0
17593	33750	C2927149	0
10074	33751	C1384663	0
11725	33751	C1504917	0
12007	33751	C1506770	0
9493	33752	C0038684	0
9494	33753	C0317925	0
9495	33755	C0050451	0
9500	33757	C0393484	0
17905	33757	C2930868	0
12188	33758	C1850746	0
9502	33759	C0757421	0
18223	33760	C2267209	0
9504	33761	C0342289	0
17104	33762	C1839615	0
9739	33763	C0432231	0
9506	33764	C0318287	0
9507	33765	C0001546	0
9511	33766	C0028768	0
15223	33767	C0158991	0
17175	33767	C3853779	0
9514	33768	C0432215	0
9515	33769	C0315170	0
9517	33770	C0055008	0
9518	33770	C0952571	0
9521	33772	C0318810	0
9522	33772	C0276367	0
9524	33773	C0030182	0
34915	33773	C1080701	0
9525	33774	C0206795	0
9530	33777	C1113688	0
17199	33777	C1527908	0
9532	33778	C0206182	0
9533	33779	C0239495	0
9534	33781	C0263401	0
9535	33782	C0345419	0
9536	33783	C0457010	0
9537	33784	C0600268	0
9538	33785	C0406464	0
9539	33786	C0473574	0
9540	33787	C0263503	0
13657	33787	C2608043	0
9542	33788	C0263210	0
9543	33789	C0066807	0
9544	33789	C0956138	0
9545	33790	C0319537	0
9546	33790	C0343965	0
9547	33790	C0319538	0
9548	33791	C0600482	0
11513	33791	C0276712	0
9551	33793	C0319527	0
9552	33794	C0035477	0
9553	33795	C0000850	0
14585	33795	C0319499	0
9554	33796	C0238378	0
9695	33797	C1450533	0
17150	33797	C1450565	0
15371	33798	C0342883	0
15372	33798	C3149462	0
9556	33800	C0026594	0
9557	33801	C0233778	0
17096	33802	C1860616	0
9558	33803	C0022783	0
9559	33804	C0342793	0
9560	33805	C0257190	0
12901	33805	C1685365	0
17508	33805	C0950905	0
9561	33806	C0208084	0
9562	33806	C0956573	0
9563	33807	C0753934	0
10765	33807	C1506670	0
9564	33809	C0887188	0
13787	33809	C2714681	0
9568	33810	C0345071	0
9569	33811	C0265883	0
9570	33812	C0036197	0
12237	33813	C1858854	0
