LinkItemsToUMLSCUIID	ItemPTR	CUI	ItemToUMLSCUILinkTypePTR
1732	9891	C0023234	0
1733	9896	C0025376	0
5817	9896	C0353148	0
1734	9905	C0031269	0
1735	9912	C0031511	0
14121	9912	C0334415	0
1736	9922	C0231067	0
1738	9929	C0031364	0
1739	9933	C0031392	0
5816	9933	C0031393	0
1740	9947	C0031412	0
13295	9947	C0282303	0
1741	9954	C0031427	0
3974	9954	C0600489	0
1742	9961	C0031441	0
6383	9961	C0242430	0
1743	9965	C0031448	0
6529	9965	C0733398	0
1744	9970	C0031463	0
1745	9987	C0031485	0
7265	9987	C0751434	0
1747	9991	C0031507	0
13342	9991	C0237417	0
1748	10019	C0031538	0
1749	10020	C0031575	0
1750	10023	C0031586	0
1751	10028	C0277352	0
1752	10028	C0322635	0
11485	10028	C0030759	0
15185	10028	C0343042	0
17665	10028	C0553625	0
1753	10031	C0031849	0
6530	10031	C0071002	0
13343	10031	C0357701	0
1754	10034	C0236642	0
8025	10034	C0333667	0
8024	10034	C0338451	0
8023	10034	C0751072	0
17392	10034	C3811924	0
1755	10036	C0019112	0
34754	10036	C4554163	0
1756	10041	C0031923	0
6792	10041	C0770456	0
13374	10041	C0351975	0
1757	10044	C0031941	0
10599	10044	C1412004	0
15233	10044	C0917890	0
1758	10046	C0152255	0
10114	10046	C0239100	0
11715	10046	C1328333	0
1759	10049	C0032001	0
11985	10049	C0342405	0
1760	10053	C0032019	0
6336	10071	C0032030	0
1761	10071	C0040262	0
9366	10071	C0024541	0
1762	10077	C0032036	0
1763	10090	C0032041	0
1764	10091	C0032044	0
6335	10091	C0266765	0
11510	10091	C0266766	0
1765	10094	C0266773	0
1766	10098	C0032046	0
1767	10107	C0032051	0
1768	10114	C0149756	0
1769	10118	C0032200	0
4530	10118	C0379135	0
1770	10120	C0303491	0
1771	10122	C0032227	0
9492	10122	C0020312	0
34665	10122	C4552777	0
12658	10131	C0334511	0
1773	10134	C0032249	0
1774	10139	C0238997	0
1775	10140	C0238988	0
17077	10140	C0577946	0
1776	10141	C0032266	0
6679	10145	C0003165	0
1778	10160	C0032276	0
8828	10160	C0320385	0
1779	10166	C0032285	0
16953	10166	C3714636	0
34630	10166	C4552665	0
1781	10195	C0032326	0
1782	10207	C0221281	0
12000	10207	C0333798	0
1783	10208	C0263369	0
1784	10209	C0032371	0
10209	10209	C0206435	0
1787	10220	C0031036	0
1789	10248	C0032453	0
11622	10248	C0747733	0
1790	10261	C0333942	0
7716	10262	C0085413	0
1792	10280	C0085548	0
1793	10285	C0032460	0
1794	10295	C0032461	0
1796	10295	C0549409	0
1797	10302	C0032463	0
1798	10318	C0395005	0
14888	10318	C2939152	0
1799	10319	C0020224	0
1800	10327	C0031736	0
7574	10327	C0406217	0
1801	10331	C0032533	0
1802	10343	C0011633	0
1803	10343	C0085655	0
1804	10343	C0751356	0
9378	10343	C0221056	0
1805	10369	C0032617	0
8860	10369	C1167965	0
10261	10369	C0012797	0
1807	10373	C0032633	0
1808	10376	C0543659	0
1809	10384	C0235752	0
1810	10388	C0020541	0
34666	10388	C4552669	0
6941	10392	C0032787	0
1811	10392	C0221082	0
1812	10417	C0021293	0
7992	10417	C0221007	0
1813	10424	C0032776	0
1814	10425	C0032797	0
1815	10439	C0269899	0
9838	10440	C0473508	0
1817	10441	C0271815	0
1818	10444	C0751002	0
1819	10449	C0043019	0
6001	10460	C0878576	0
1820	10465	C0235640	0
1821	10467	C0158322	0
1822	10470	C0020651	0
1823	10471	C0032825	0
6771	10471	C0304475	0
6770	10471	C0351297	0
10598	10471	C0032821	0
1824	10472	C0137996	0
1825	10475	C0071774	0
1826	10477	C0018794	0
1827	10477	C0600125	0
10735	10477	C0004245	0
16961	10477	C0344413	0
1828	10478	C0520878	0
1829	10479	C0032896	0
1830	10481	C0032897	0
1831	10487	C0071808	0
8800	10487	C0139449	0
13418	10487	C0138211	0
1832	10488	C0032912	0
11171	10488	C0700578	0
1834	10494	C0032914	0
11714	10494	C1321782	0
1835	10512	C0242183	0
1836	10513	C0033046	0
10172	10513	C0376356	0
1838	10519	C0034013	0
34727	10519	C4552915	0
1839	10521	C0032950	0
1840	10521	C0032952	0
8806	10521	C0138273	0
12673	10521	C0071839	0
13312	10521	C0770948	0
1842	10545	C0032961	0
1843	10545	C0032962	0
1844	10589	C0022876	0
1845	10589	C0151526	0
8263	10589	C0728731	0
10597	10589	C0021294	0
17601	10589	C4048294	0
1846	10600	C0015944	0
6002	10605	C0878577	0
1848	10606	C0011127	0
1849	10609	C0033124	0
11261	10609	C0008846	0
1850	10611	C0033126	0
4972	10611	C0033128	0
8907	10615	C0008312	0
1852	10629	C0152159	0
1853	10634	C0149875	0
6003	10636	C0878578	0
1854	10638	C0152171	0
14939	10638	C3203102	0
1855	10643	C0008313	0
10930	10643	C0566602	0
1856	10657	C0033148	0
1858	10664	C0033209	0
1859	10667	C0033215	0
1860	10672	C0033216	0
11262	10672	C0600311	0
1862	10685	C0033223	0
11263	10685	C0205909	0
1863	10689	C0033229	0
11963	10689	C0033230	0
13346	10689	C0033231	0
13437	10689	C0770888	0
1864	10701	C0033254	0
7172	10701	C0546874	0
1865	10703	C0311364	0
8267	10703	C0852700	0
13546	10703	C0302085	0
1866	10704	C0033300	0
1867	10707	C0033306	0
1868	10713	C0065864	0
1869	10718	C0023524	0
1870	10723	C0038868	0
34812	10723	C4551862	0
1871	10729	C0008241	0
6382	10729	C0546856	0
1872	10733	C0033371	0
1873	10735	C0033375	0
7135	10735	C0271555	0
1874	10745	C0035320	0
11690	10745	C0339467	0
1875	10746	C0033447	0
6536	10746	C0033448	0
1876	10748	C0033487	0
1877	10751	C0033497	0
8850	10751	C0282321	0
1878	10765	C0001144	0
17911	10765	C0702166	0
1879	10771	C0033511	0
1880	10780	C0007112	0
1881	10780	C0376358	0
6228	10780	C0600139	0
15618	10780	C3541264	0
7277	10791	C0178415	0
1883	10792	C0033573	0
6650	10797	C0005001	0
12497	10797	C1704272	0
14344	10797	C1739363	0
14722	10797	C2937421	0
1885	10801	C0033581	0
1886	10807	C0398625	0
1887	10811	C0033680	0
1888	10814	C0242666	0
1889	10818	C0033697	0
7991	10818	C0033701	0
10596	10818	C0033700	0
1890	10825	C0221629	0
1891	10826	C0033790	0
1892	10829	C0268379	0
12300	10829	C1283400	0
9649	10832	C0553730	0
11486	10832	C0033802	0
11706	10832	C1306839	0
1894	10835	C0033806	0
14862	10835	C2931404	0
17872	10835	C3494506	0
1895	10851	C0271869	0
14945	10851	C2932715	0
1896	10854	C0033809	0
5438	10868	C0009377	0
11674	10868	C1527395	0
1898	10871	C0541719	0
14748	10871	C2242785	0
1899	10895	C0033860	0
1901	10916	C0033999	0
41111	10916	C4520843	0
1902	10919	C0266573	0
1903	10921	C0221074	0
1904	10926	C0520678	0
1905	10932	C0241790	0
34940	10932	C1857690	0
5699	10940	C0004144	0
1907	10949	C0521530	0
1908	10956	C0034065	0
1909	10988	C0034068	0
14450	10988	C1527407	0
1910	10989	C0034069	0
34631	10989	C4553408	0
1911	10998	C0020542	0
10258	10998	C0034072	0
12290	10998	C0238074	0
14912	10998	C2973725	0
1912	11014	C0034088	0
7851	11014	C0277913	0
1913	11017	C0034063	0
34632	11017	C4553407	0
1914	11025	C0034089	0
12649	11025	C1956257	0
1915	11040	C0232121	0
1916	11041	C0232118	0
1917	11042	C0149843	0
1918	11044	C0268125	0
1919	11049	C0032624	0
1920	11052	C0085697	0
3910	11060	C0341199	0
1921	11064	C0085652	0
1922	11068	C0034239	0
1923	11080	C0015970	0
1924	11081	C0034283	0
1925	11090	C0340968	0
5298	11093	C0010240	0
1926	11093	C0034362	0
1927	11102	C0429047	0
14971	11102	C1305738	0
1928	11103	C0235475	0
1929	11104	C0151878	0
14563	11104	C0023976	0
1930	11105	C0151879	0
1931	11106	C0034414	0
5407	11106	C0034415	0
6538	11106	C0139697	0
13451	11106	C0072869	0
1932	11124	C0034417	0
6689	11124	C0034421	0
5408	11124	C0034422	0
11499	11124	C0151555	0
13350	11124	C0034420	0
13351	11124	C1273036	0
13630	11124	C0413903	0
13648	11124	C2168925	0
15861	11124	C3665465	0
1934	11141	C0031157	0
1935	11148	C0034494	0
7111	11148	C0034497	0
1936	11155	C0034538	0
1938	11155	C0034619	0
11718	11155	C1384668	0
13159	11155	C1522449	0
1939	11176	C0017409	0
1940	11186	C0034734	0
1941	11189	C0034888	0
1942	11189	C0149771	0
1943	11193	C0268843	0
1944	11200	C0542142	0
13857	11200	C1404574	0
34590	11200	C4554337	0
6008	11205	C0860549	0
10127	11209	C0451718	0
15391	11209	C3495566	0
1946	11213	C0034960	0
1947	11223	C0035012	0
1948	11245	C0007134	0
10548	11245	C1378703	0
15619	11245	C3540608	0
9131	11252	C0158699	0
9132	11252	C0178426	0
11522	11252	C0542519	0
12586	11252	C1609433	0
14092	11252	C1619700	0
1950	11255	C0035067	0
1951	11258	C0019004	0
34918	11258	C4551529	0
1952	11263	C0022660	0
6648	11263	C0022672	0
1954	11288	C0022661	0
17596	11288	C2316810	0
1955	11337	C0035085	0
1956	11346	C0022650	0
7183	11346	C0451641	0
10227	11346	C0392525	0
1957	11357	C0022671	0
1958	11359	C0238457	0
1959	11368	C0035094	0
1960	11373	C0035127	0
1961	11375	C0035179	0
7714	11387	C0035235	0
1962	11387	C0035236	0
17892	11387	C0206545	0
1963	11390	C0007196	0
1964	11396	C0242669	0
1965	11406	C0206160	0
1966	11410	C0035302	0
11593	11410	C0235768	0
1967	11416	C0035300	0
9621	11416	C0035309	0
1968	11417	C0035305	0
34735	11417	C4552652	0
1969	11421	C0035328	0
11711	11421	C1319186	0
12423	11421	C1527411	0
1970	11429	C0035334	0
1971	11434	C0035335	0
15620	11434	C3540616	0
1972	11438	C0403673	0
1973	11442	C0035344	0
1974	11445	C0035357	0
1975	11455	C0151705	0
1976	11461	C0155843	0
1977	11463	C0035400	0
1978	11472	C0035410	0
34591	11472	C4552660	0
1979	11485	C0035412	0
15621	11485	C3538838	0
34836	11485	C0279550	0
34856	11485	C0220611	0
1980	11487	C0035436	0
1981	11506	C0003873	0
1982	11506	C0015773	0
1983	11545	C0149980	0
1984	11547	C0035473	0
12967	11547	C0276447	0
1985	11553	C0035522	0
1986	11561	C0035527	0
8465	11563	C0035583	0
8464	11563	C0035585	0
1987	11563	C0085507	0
1988	11590	C0154162	0
1989	11598	C0140575	0
1990	11603	C0035608	0
1991	11619	C0232296	0
1992	11620	C0085615	0
13271	11620	C0344421	0
1993	11623	C0162770	0
13160	11623	C0232305	0
1994	11631	C0013364	0
1995	11645	C0073379	0
1996	11653	C0073393	0
1997	11657	C0292818	0
1998	11661	C0035828	0
34875	11661	C4551647	0
1999	11667	C0035870	0
2000	11671	C0220991	0
13844	11673	C1704380	0
2002	11687	C0015624	0
6300	11687	C0268435	0
2003	11705	C0376185	0
10063	11705	C0745175	0
12375	11705	C0268434	0
2004	11719	C0035920	0
2005	11729	C0035921	0
2006	11743	C0154916	0
12562	11743	C0865524	0
2007	11748	C0175693	0
9669	11754	C0574960	0
2009	11755	C0264169	0
2010	11756	C0001927	0
13353	11756	C0543495	0
2011	11763	C0073992	0
8109	11763	C0245531	0
2012	11765	C0036111	0
6631	11765	C0036117	0
10205	11765	C0036114	0
2013	11775	C0036125	0
34876	11775	C4048836	0
2014	11797	C0036202	0
4767	11841	C0036227	0
2015	11841	C0036262	0
2016	11845	C0036310	0
7817	11849	C0004712	0
6275	11849	C0007795	0
2018	11855	C0221282	0
17465	11855	C0344386	0
18064	11855	C4228043	0
2021	11856	C0036316	0
6868	11856	C0276926	0
13711	11856	C1704430	0
2022	11875	C0036317	0
2023	11875	C0036329	0
15389	11875	C3495690	0
2024	11882	C0036319	0
5762	11882	C0036330	0
13268	11882	C0242497	0
2025	11890	C0036341	0
7244	11894	C0272170	0
2027	11898	C0036416	0
2028	11906	C0268936	0
2029	11908	C0026603	0
11487	11908	C0036494	0
2030	11910	C0085159	0
2031	11911	C0036508	0
11591	11911	C0221244	0
6010	11916	C0878583	0
2032	11917	C0036534	0
17857	11917	C1659046	0
41036	11917	C4724001	0
2033	11927	C0036579	0
6765	11927	C0086130	0
11266	11927	C0700467	0
2034	11932	C0036581	0
4009	11932	C0074280	0
2035	11941	C0238421	0
2036	11941	C0268095	0
2037	11945	C0036646	0
2038	11948	C0242383	0
2039	11950	C0033074	0
2040	11954	C0149766	0
2041	11960	C0036690	0
2042	11960	C0036983	0
6732	11960	C0242966	0
2043	11968	C0036751	0
2044	11970	C0036830	0
34736	11970	C4553404	0
2045	11978	C0085110	0
2046	11980	C0264097	0
5218	11986	C0008062	0
2047	11986	C0282350	0
12551	11986	C0562386	0
2048	11998	C0242342	0
2049	12005	C0013371	0
10247	12005	C1527298	0
2050	12013	C0036974	0
2051	12026	C0036992	0
6012	12032	C0878584	0
2052	12036	C0269825	0
2053	12040	C0426196	0
2054	12042	C0037019	0
2055	12050	C0021141	0
6273	12058	C0268226	0
34890	12058	C0023806	0
2057	12066	C0037052	0
12040	12066	C0428908	0
2058	12069	C0002895	0
2059	12110	C0002896	0
2060	12116	C0229630	0
2061	12117	C0037116	0
2062	12121	C0028160	0
2063	12121	C0037120	0
2064	12128	C0074554	0
2065	12134	C0085610	0
14420	12134	C2108107	0
2066	12135	C0039239	0
17906	12135	C2108109	0
34728	12135	C4553554	0
2067	12136	C0037199	0
34703	12136	C4553555	0
6013	12148	C0878585	0
5739	12155	C0022575	0
10219	12155	C1527336	0
11494	12155	C0086981	0
2069	12168	C0037297	0
2070	12169	C0037304	0
2072	12180	C0270685	0
13000	12180	C2021197	0
6014	12181	C0878586	0
2073	12182	C0456511	0
2074	12185	C0149887	0
2075	12185	C0158441	0
6015	12190	C0878587	0
20444	12190	C1827377	0
7648	12192	C0277903	0
2076	12192	C0425572	0
2077	12193	C0278805	0
2078	12205	C0235329	0
2079	12214	C0024215	0
2080	12219	C0037354	0
7079	12219	C0037356	0
2081	12223	C0175694	0
13763	12223	C2713347	0
12655	12228	C0037367	0
2083	12236	C0037369	0
10628	12236	C0453996	0
10764	12236	C0677453	0
2084	12257	C0282492	0
2085	12260	C0037384	0
2086	12263	C0412953	0
10224	12263	C0360100	0
11634	12263	C0876952	0
17812	12263	C0021449	0
2087	12273	C0028833	0
2088	12273	C0037659	0
6519	12273	C0724649	0
12617	12273	C1881011	0
2089	12277	C0037661	0
10402	12277	C1368041	0
16955	12277	C3693859	0
8801	12281	C0026289	0
2090	12281	C0037707	0
2091	12286	C0037741	0
2092	12286	C0043099	0
9905	12286	C0242535	0
2094	12289	C0553720	0
12001	12289	C0037888	0
6824	12297	C0005416	0
7124	12297	C0267841	0
6016	12297	C0878588	0
2095	12299	C0003705	0
2096	12299	C0242188	0
2097	12302	C0085666	0
2098	12306	C0080178	0
2099	12315	C0152109	0
2100	12318	C0038016	0
2101	12322	C0038018	0
2102	12323	C0038019	0
6017	12327	C0878589	0
2103	12339	C0087012	0
2104	12348	C0037982	0
2105	12356	C0037995	0
2106	12365	C0037998	0
2107	12369	C0038000	0
2108	12375	C0038002	0
8653	12375	C0437634	0
2109	12384	C0000886	0
10027	12384	C0687751	0
13007	12384	C2239220	0
2110	12385	C0553723	0
2111	12389	C0520887	0
2112	12390	C0520886	0
2113	12391	C0038149	0
2114	12396	C0038172	0
7573	12396	C0343401	0
10836	12396	C1265292	0
2115	12411	C0038174	0
2116	12414	C0318112	0
2117	12415	C0015663	0
2118	12415	C0038187	0
2119	12423	C0164662	0
8431	12425	C0079352	0
6018	12425	C0878590	0
2120	12428	C0085292	0
2121	12430	C0087031	0
17013	12430	C3714757	0
17561	12430	C1384600	0
2122	12443	C0001396	0
2123	12445	C0024623	0
10549	12445	C0699791	0
2124	12475	C0271348	0
9670	12481	C0579233	0
2127	12486	C0038404	0
2128	12486	C0085494	0
4599	12486	C0085495	0
10884	12486	C0318159	0
6281	12490	C0318151	0
2129	12490	C0318193	0
10885	12490	C1136015	0
2130	12494	C0038410	0
2131	12507	C0038411	0
2132	12523	C0085520	0
2133	12530	C0318157	0
10886	12530	C1140704	0
2134	12533	C0038418	0
2135	12540	C0038425	0
7176	12540	C0038426	0
2136	12550	C0042025	0
2137	12554	C0033893	0
2138	12556	C0270733	0
2139	12559	C0038462	0
2140	12559	C0038463	0
6761	12568	C0202474	0
2142	12572	C0038505	0
2143	12583	C0019917	0
9984	12583	C0085690	0
9985	12583	C0019919	0
2144	12585	C0038534	0
2145	12587	C0038565	0
2146	12591	C0221065	0
2147	12597	C0038522	0
2148	12602	C0038525	0
2149	12614	C0018946	0
2150	12621	C0224786	0
6019	12622	C0878591	0
2151	12623	C0038585	0
17361	12623	C3887812	0
2152	12627	C0038605	0
2153	12628	C0405024	0
2154	12633	C0038644	0
2155	12635	C0034931	0
4699	12635	C0205930	0
10555	12635	C1527353	0
34921	12635	C0458219	0
2156	12641	C0038661	0
2157	12642	C0036078	0
5621	12642	C0073966	0
2158	12660	C0038742	0
2159	12664	C0268624	0
14946	12664	C2931746	0
2160	12668	C0038760	0
2161	12683	C0038777	0
2162	12689	C0075632	0
4973	12689	C0206599	0
12909	12689	C0771883	0
2163	12692	C0038828	0
2164	12692	C0519087	0
2166	12711	C0038833	0
34899	12711	C1336532	0
2167	12718	C0428974	0
6470	12719	C0012792	0
2168	12719	C0038627	0
9782	12719	C0392145	0
2169	12727	C0085077	0
2170	12732	C0039038	0
2171	12734	C0029077	0
9600	12734	C0270999	0
13282	12736	C0343065	0
2173	12740	C0342488	0
17626	12740	C3887949	0
2174	12744	C0039131	0
2175	12764	C0270771	0
2176	12769	C0039144	0
7406	12769	C0152444	0
9125	12769	C0748906	0
2178	12782	C0024141	0
8548	12782	C0409974	0
2179	12845	C0036421	0
9943	12845	C1258104	0
10177	12845	C0011644	0
2180	12870	C0520888	0
10157	12871	C0429059	0
13021	12871	C2348640	0
2182	12872	C0239242	0
20438	12872	C0429060	0
2183	12873	C0085149	0
9527	12873	C1255098	0
9879	12873	C0729218	0
13368	12873	C1576966	0
2184	12875	C0039249	0
8104	12875	C0039254	0
10946	12875	C0007894	0
13600	12875	C1706526	0
2185	12879	C0039263	0
2186	12892	C0039286	0
9360	12892	C0079589	0
2187	12898	C0039288	0
2188	12898	C0425870	0
14691	12898	C1704612	0
2189	12901	C0039292	0
14952	12901	C3165209	0
14962	12901	C2931838	0
10176	12909	C0686347	0
2191	12913	C0144576	0
11530	12913	C0678133	0
2192	12916	C0039373	0
2193	12925	C0221266	0
14973	12925	C2945598	0
2194	12926	C0263518	0
2195	12929	C0022584	0
9403	12929	C0343110	0
10166	12929	C1275108	0
17605	12929	C4048704	0
2196	12934	C0039496	0
2197	12938	C0039483	0
12651	12938	C1956391	0
2198	12949	C0221253	0
2199	12950	C0039516	0
9848	12952	C0280131	0
2201	12957	C0076110	0
10054	12957	C0771029	0
2202	12959	C0085173	0
2203	12962	C0076126	0
6910	12962	C0771030	0
2204	12966	C0036631	0
2206	12966	C0238451	0
10305	12966	C0153594	0
10306	12966	C0855197	0
2207	12975	C0039585	0
7942	12975	C0936016	0
2208	12984	C0037856	0
2209	12988	C0039601	0
13356	12988	C0039607	0
13357	12988	C0076189	0
13358	12988	C0076195	0
13359	12988	C0253907	0
13360	12988	C0076184	0
2210	12998	C0039623	0
2211	13002	C0221057	0
2212	13005	C0039736	0
2213	13009	C0039738	0
2214	13030	C0039832	0
2215	13032	C0039840	0
11157	13032	C0770309	0
13379	13032	C0039844	0
2216	13034	C0039943	0
11268	13034	C0700499	0
2217	13037	C0232237	0
6020	13038	C0878592	0
2218	13039	C0039984	0
2219	13041	C0086227	0
2220	13041	C0162364	0
5261	13041	C0600211	0
14593	13041	C0030100	0
2221	13043	C0031542	0
12021	13043	C1510431	0
34633	13043	C4554340	0
2222	13045	C0040052	0
17355	13045	C3887665	0
2223	13052	C0019061	0
2224	13052	C0034155	0
34634	13052	C4554161	0
34704	13052	C4554139	0
2225	13067	C0040100	0
17907	13067	C3714644	0
2226	13070	C0040124	0
2227	13071	C0151468	0
2228	13075	C0549473	0
10550	13075	C1522358	0
20447	13075	C3163939	0
2229	13089	C0040160	0
11929	13089	C1535531	0
16978	13089	C2825077	0
17854	13089	C2587204	0
2230	13091	C0040145	0
2231	13095	C0040147	0
2232	13100	C0040162	0
22500	13100	C4521441	0
2234	13102	C0040165	0
12616	13102	C1881373	0
13354	13102	C0079691	0
2235	13104	C0076653	0
2236	13106	C0040203	0
2237	13107	C0040207	0
11269	13107	C0000598	0
2238	13112	C0040213	0
2239	13114	C0040233	0
6473	13114	C0087093	0
2240	13117	C0040250	0
2241	13122	C0040259	0
2242	13125	C0040261	0
19341	13125	C4082762	0
2243	13133	C0032143	0
17162	13133	C0084796	0
5439	13135	C0010392	0
2244	13139	C0040374	0
2245	13147	C0205976	0
2246	13150	C0558353	0
10207	13150	C0153349	0
10213	13159	C0751560	0
2248	13165	C0040425	0
14974	13165	C0559684	0
2249	13170	C0017712	0
2250	13170	C0304604	0
2251	13180	C0152116	0
9672	13184	C0342127	0
7225	13187	C0600327	0
17176	13187	C3714602	0
2254	13197	C0040551	0
2255	13208	C0040556	0
4722	13208	C0040558	0
2256	13223	C0040560	0
6021	13231	C0878593	0
6022	13232	C0878594	0
2257	13233	C0010380	0
11480	13233	C0023077	0
2258	13238	C0040613	0
2259	13249	C0040690	0
11928	13249	C1527196	0
2260	13251	C0338591	0
2261	13253	C0007787	0
2262	13259	C0040761	0
17923	13259	C3536741	0
2263	13263	C0426063	0
2264	13265	C0026976	0
2265	13267	C0242387	0
2266	13270	C0031946	0
6343	13270	C0040838	0
2267	13273	C0040840	0
2268	13315	C0040842	0
2269	13315	C0043388	0
7773	13315	C0948947	0
2270	13324	C0040869	0
2271	13326	C0040892	0
2272	13326	C0040896	0
2273	13334	C0040922	0
5287	13334	C0040928	0
12998	13334	C1962942	0
2274	13339	C0040935	0
2275	13341	C0432267	0
15674	13341	C1955934	0
42204	13341	C1866504	0
2276	13348	C0040961	0
2277	13353	C0040963	0
6023	13358	C0878595	0
2278	13363	C0040997	0
2279	13365	C0041040	0
7742	13365	C0077158	0
2280	13368	C0041041	0
11272	13368	C0872914	0
2281	13373	C0152095	0
15831	13373	C2936830	0
19320	13373	C4319808	0
2282	13378	C0152096	0
15629	13378	C3537048	0
19317	13378	C4317091	0
42179	13378	C4760370	0
2283	13386	C0221033	0
2284	13392	C0245514	0
2285	13393	C0038054	0
2286	13396	C0041190	0
2287	13400	C0041218	0
10159	13400	C0041232	0
2288	13415	C0041221	0
2289	13415	C0041234	0
2290	13428	C0041249	0
2291	13431	C0520483	0
2292	13433	C0041341	0
2293	13447	C0302164	0
2294	13450	C0041345	0
6479	13450	C0282372	0
2295	13454	C0016677	0
2296	13454	C0041351	0
2298	13461	C0041408	0
10558	13461	C1527168	0
2299	13473	C0206504	0
2301	13478	C0268490	0
11827	13478	C0268491	0
2302	13486	C0268487	0
2303	13494	C0232333	0
7628	13494	C0429065	0
2304	13495	C0009324	0
2305	13516	C0038814	0
4726	13516	C0041625	0
17648	13516	C3249880	0
2306	13522	C0269845	0
2307	13529	C0425571	0
2308	13530	C0002965	0
2309	13532	C0079304	0
10561	13532	C0017195	0
6024	13534	C0878596	0
2310	13535	C0041942	0
2311	13537	C0085501	0
5286	13539	C0179800	0
14192	13539	C1455681	0
2313	13544	C0041956	0
2314	13547	C0194334	0
2315	13554	C0152247	0
2316	13562	C0041972	0
4837	13562	C0041974	0
34874	13562	C4551691	0
2317	13563	C0238502	0
2318	13567	C0158698	0
2320	13580	C0522137	0
9173	13580	C0236553	0
9174	13580	C0428596	0
4674	13582	C0005687	0
2321	13582	C0080274	0
34635	13582	C1558141	0
6025	13591	C0878597	0
2322	13592	C0042105	0
4865	13592	C0178882	0
14496	13592	C0037566	0
2323	13595	C0041912	0
2325	13606	C0042109	0
9501	13606	C0221232	0
34592	13606	C1559188	0
2326	13611	C0271097	0
2327	13616	C0042135	0
2328	13628	C0269886	0
2329	13634	C0266383	0
2330	13642	C0042143	0
2331	13651	C0042140	0
2332	13657	C0042029	0
34705	13657	C4554638	0
2333	13676	C0022073	0
2334	13676	C0022081	0
2335	13676	C0042164	0
2336	13685	C0042214	0
10294	13685	C0042216	0
12650	13685	C0037355	0
10125	13688	C1261251	0
2338	13691	C0241616	0
2339	13693	C0042237	0
10551	13693	C0262659	0
15622	13693	C3539950	0
2340	13697	C0149804	0
14122	13701	C2004487	0
2343	13703	C0042291	0
7250	13703	C0886883	0
10293	13703	C0080356	0
11457	13703	C0037567	0
2344	13715	C0042293	0
2345	13722	C0042313	0
11400	13722	C0205992	0
2346	13727	C0002963	0
6877	13727	C0010073	0
2347	13731	C0042341	0
2348	13734	C0042345	0
6933	13734	C0042485	0
2349	13738	C0162532	0
2351	13743	C0269852	0
2352	13750	C0042384	0
9124	13750	C0003860	0
2353	13770	C0042387	0
2354	13772	C0035460	0
6803	13774	C0003779	0
2355	13774	C0011701	0
4482	13774	C0024328	0
3966	13774	C0042413	0
4481	13774	C0145185	0
10238	13774	C1527128	0
11534	13774	C0701195	0
12310	13774	C1705480	0
13370	13774	C0086135	0
19303	13774	C1098706	0
2356	13777	C0042420	0
2357	13779	C0220708	0
7104	13779	C0543973	0
7105	13779	C0796191	0
14512	13779	C1735591	0
7864	13781	C0311164	0
18084	13781	C4082525	0
2359	13783	C0242670	0
11638	13783	C0917808	0
2360	13789	C0392464	0
2361	13797	C0085612	0
2362	13798	C0042510	0
16962	13798	C0344435	0
34729	13798	C4554001	0
2363	13808	C0018818	0
2364	13819	C0042514	0
16963	13819	C0344428	0
34737	13819	C4554446	0
2365	13824	C0042523	0
11186	13824	C0700468	0
2366	13831	C0338586	0
2367	13835	C0042580	0
2368	13837	C0042582	0
5284	13847	C0751908	0
11819	13847	C0271489	0
2370	13852	C0340685	0
9603	13852	C0340686	0
2371	13854	C0042637	0
2372	13858	C0048044	0
2373	13863	C0042670	0
6480	13863	C0042671	0
2374	13866	C0017575	0
10182	13866	C1527368	0
2375	13873	C0042679	0
6481	13873	C0042680	0
2376	13877	C0011993	0
7007	13877	C0086768	0
2377	13882	C0023049	0
5735	13888	C0020579	0
2378	13888	C0040845	0
2379	13888	C0042839	0
10291	13888	C0087161	0
13330	13888	C0073109	0
13352	13888	C0073115	0
16979	13888	C2825076	0
2380	13902	C0042842	0
2381	13905	C0042847	0
7687	13923	C0936215	0
11542	13923	C1527330	0
2383	13926	C0003968	0
4512	13926	C0178487	0
11966	13926	C0887557	0
2384	13930	C0003969	0
2385	13930	C0036474	0
11889	13930	C0268681	0
12289	13930	C0220996	0
2386	13939	C0042866	0
10903	13939	C0242154	0
2387	13943	C0042870	0
2388	13950	C0042875	0
4894	13960	C0025270	0
2389	13960	C0031862	0
2390	13960	C0042878	0
10045	13960	C0065932	0
11113	13960	C0771001	0
11497	13960	C0127514	0
16980	13960	C2936884	0
2392	13962	C0042880	0
15669	13962	C0272348	0
2393	13965	C0042900	0
2394	13974	C0042909	0
6026	13979	C0853221	0
6027	13980	C0853086	0
3931	13981	C0436728	0
2395	13981	C0577964	0
3930	13982	C0436729	0
3929	13982	C0577965	0
2396	13983	C0042170	0
2397	13991	C0042951	0
2398	13996	C0042961	0
2399	14000	C0019562	0
2401	14013	C0280856	0
2402	14017	C0042267	0
4773	14017	C0042996	0
2403	14017	C0042998	0
8864	14017	C0750114	0
14146	14021	C1847800	0
2405	14025	C0206115	0
2406	14030	C0024419	0
2407	14043	C0043031	0
6482	14043	C0376218	0
2408	14054	C0232123	0
2409	14055	C0030328	0
15702	14057	C3495801	0
17616	14057	C4050407	0
2411	14093	C0043116	0
7158	14093	C0599201	0
2412	14096	C0043119	0
2413	14107	C0001940	0
2414	14107	C0005122	0
